e_no,c,k1,k2,k3,k4,ax,ay,az,bx,by,bz,pvol,m_g,m_c
192,2,0.5,4,0.5,4,0.20226877979199226,0.0,0.9793300468797321,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
193,2,0.5,4,0.5,4,0.14434516738113762,0.0,0.9895273986372037,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
194,2,0.5,4,0.5,4,0.10966231437883593,0.0,0.9939689013269365,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
195,2,0.5,4,0.5,4,0.08659528154822936,0.0,0.9962435732357738,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
196,2,0.5,4,0.5,4,0.07152172192431162,0.0,0.9974390423945623,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
197,2,0.5,4,0.5,4,0.7455339198487849,0.0,0.6664676844040568,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
198,2,0.5,4,0.5,4,0.745269333395771,0.0,0.6667635418196043,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
199,2,0.5,4,0.5,4,0.7448996675313927,0.0,0.6671765023677171,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
200,2,0.5,4,0.5,4,0.7443562086876745,0.0,0.6677827750010562,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
201,2,0.5,4,0.5,4,0.7433899068758214,0.0,0.6688583156058968,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
202,2,0.5,4,0.5,4,0.7410581338820335,0.0,0.6714408702240863,-0.0,1.0,0.0,1.0,1.0,1.0, 1.0
